timestamp,open,high,low,close,volume,ticker
2024-10-01 10:00:00,149.09,149.29,149.0,149.25,2010355,AAPL
2024-10-01 10:05:00,149.17,149.48,148.66,149.19,2018758,AAPL
2024-10-01 10:10:00,149.63,150.11,149.12,149.53,1846914,AAPL
2024-10-01 10:15:00,150.48,150.54,150.08,150.3,2455743,AAPL
2024-10-01 10:20:00,149.96,150.42,149.91,150.2,1756331,AAPL
2024-10-01 10:25:00,150.03,150.52,149.97,150.09,2086836,AAPL
2024-10-01 10:30:00,150.8,151.09,150.79,150.9,2687106,AAPL
2024-10-01 10:35:00,151.16,151.62,151.06,151.29,1586958,AAPL
2024-10-01 10:40:00,151.42,151.93,150.91,151.07,1130904,AAPL
2024-10-01 10:45:00,151.43,151.7,151.12,151.35,1896413,AAPL
2024-10-01 10:50:00,150.88,151.14,150.82,151.13,1318349,AAPL
2024-10-01 10:55:00,151.1,151.54,150.62,150.91,1597968,AAPL
2024-10-01 11:00:00,151.47,151.49,150.92,151.05,879083,AAPL
2024-10-01 11:05:00,150.31,150.57,149.59,150.1,2817107,AAPL
2024-10-01 11:10:00,148.95,149.71,148.64,149.25,2214821,AAPL
2024-10-01 11:15:00,148.89,149.15,148.75,148.98,2447608,AAPL
2024-10-01 11:20:00,148.74,149.06,148.41,148.49,1454037,AAPL
2024-10-01 11:25:00,148.52,148.72,148.22,148.66,2684276,AAPL
2024-10-01 11:30:00,148.31,148.57,147.72,148.22,2604673,AAPL
2024-10-01 11:35:00,147.68,148.1,147.22,147.53,1409996,AAPL
2024-10-01 11:40:00,148.09,148.55,147.53,148.27,1515472,AAPL
2024-10-01 11:45:00,148.16,148.74,147.77,148.17,1578513,AAPL
2024-10-01 11:50:00,147.57,148.64,147.38,148.22,960081,AAPL
2024-10-01 11:55:00,147.31,147.69,147.3,147.52,2718317,AAPL
2024-10-01 12:00:00,147.21,147.45,147.05,147.26,1188590,AAPL
2024-10-01 12:05:00,147.08,147.47,146.86,147.33,2565982,AAPL
2024-10-01 12:10:00,147.09,147.27,146.71,146.76,1693093,AAPL
2024-10-01 12:15:00,146.68,147.22,146.45,146.96,1759192,AAPL
2024-10-01 12:20:00,146.59,146.69,146.4,146.68,2948347,AAPL
2024-10-01 12:25:00,146.57,146.82,146.12,146.54,964053,AAPL
2024-10-01 12:30:00,146.54,146.62,145.98,146.25,1393586,AAPL
2024-10-01 12:35:00,146.91,147.21,146.5,147.19,2681175,AAPL
2024-10-01 12:40:00,147.43,147.5,146.91,147.2,2579240,AAPL
2024-10-01 12:45:00,146.68,146.96,146.37,146.68,1888075,AAPL
2024-10-01 12:50:00,146.91,147.28,146.62,147.11,2236536,AAPL
2024-10-01 12:55:00,146.6,146.83,145.72,146.51,2469211,AAPL
2024-10-01 13:00:00,146.66,146.81,146.48,146.62,2159507,AAPL
2024-10-01 13:05:00,145.54,145.95,145.48,145.66,2146208,AAPL
2024-10-01 13:10:00,145.02,145.05,144.75,145.01,1136585,AAPL
2024-10-01 13:15:00,145.04,145.34,144.83,145.12,2578599,AAPL
2024-10-01 13:20:00,145.52,146.02,145.33,145.5,822431,AAPL
2024-10-01 13:25:00,145.73,145.89,145.56,145.6,2043131,AAPL
2024-10-01 13:30:00,145.87,146.07,144.78,145.55,1447008,AAPL
2024-10-01 13:35:00,145.17,145.58,145.14,145.41,1373441,AAPL
2024-10-01 13:40:00,145.11,145.34,144.34,144.69,1068512,AAPL
2024-10-01 13:45:00,143.95,144.88,143.74,144.34,976076,AAPL
2024-10-01 13:50:00,144.09,144.61,144.08,144.12,2849949,AAPL
2024-10-01 13:55:00,144.78,144.79,144.13,144.66,2068300,AAPL
2024-10-01 14:00:00,144.9,144.98,144.66,144.85,2747763,AAPL
2024-10-01 14:05:00,143.85,144.25,143.31,143.98,2429849,AAPL
2024-10-01 14:10:00,144.11,144.34,143.9,144.15,2685077,AAPL
2024-10-01 14:15:00,143.87,144.47,143.71,143.97,1478758,AAPL
2024-10-01 14:20:00,143.53,143.67,143.34,143.65,850861,AAPL
2024-10-01 14:25:00,144.14,144.5,143.67,143.97,1451406,AAPL
2024-10-01 14:30:00,144.56,144.76,144.31,144.49,1521001,AAPL
2024-10-01 14:35:00,144.83,144.99,144.36,144.97,2906230,AAPL
2024-10-01 14:40:00,144.74,145.0,144.35,144.56,2791083,AAPL
